ticker,name,sector,cap_tier,avg_volume,exchange
DKS,Dick's Sporting Goods Inc,Consumer Cyclical,Large-Cap,1188987,NYQ
GPN,Global Payments Inc.,Industrials,Large-Cap,3642543,NYQ
BG,Bunge Limited,Consumer Defensive,Large-Cap,1684295,NYQ
IP,International Paper Company,Consumer Cyclical,Large-Cap,6678453,NYQ
ROL,"Rollins, Inc.",Consumer Cyclical,Large-Cap,3782283,NYQ
GIS,"General Mills, Inc.",Consumer Defensive,Large-Cap,9988424,NYQ
SBS,Companhia de saneamento Basico ,Utilities,Large-Cap,6660624,NYQ
AMCR,Amcor plc,Consumer Cyclical,Large-Cap,3928450,NYQ
HPQ,HP Inc.,Technology,Large-Cap,19244670,NYQ
LSCC,Lattice Semiconductor Corporati,Technology,Large-Cap,2186759,NMS
AMKR,"Amkor Technology, Inc.",Technology,Large-Cap,5401369,NMS
IOT,Samsara Inc.,Technology,Large-Cap,6287941,NYQ
AS,"Amer Sports, Inc.",Consumer Cyclical,Large-Cap,4182217,NYQ
EVRG,"Evergy, Inc.",Utilities,Large-Cap,1967327,NMS
BCE,"BCE, Inc.",Communication Services,Large-Cap,3541717,NYQ
LNT,Alliant Energy Corporation,Utilities,Large-Cap,2400419,NMS
EFX,"Equifax, Inc.",Industrials,Large-Cap,1741801,NYQ
BSBR,Banco Santander Brasil SA,Financial Services,Large-Cap,1205835,NYQ
DOW,Dow Inc.,Basic Materials,Large-Cap,12907506,NYQ
CTSH,Cognizant Technology Solutions ,Technology,Large-Cap,9794840,NMS
IONQ,"IonQ, Inc.",Technology,Large-Cap,32143900,NYQ
SBAC,SBA Communications Corporation,Real Estate,Large-Cap,1100920,NMS
ARXS,"Arxis, Inc.",Industrials,Large-Cap,1620340,NMS
MAIR,Madison Air Solutions Corporati,Industrials,Large-Cap,3072327,NYQ
FTV,Fortive Corporation,Technology,Large-Cap,3166154,NYQ
VTRS,Viatris Inc.,Healthcare,Large-Cap,10993322,NMS
DD,"DuPont de Nemours, Inc.",Basic Materials,Large-Cap,1275203,NYQ
PAAS,Pan American Silver Corp.,Basic Materials,Large-Cap,4922591,NYQ
TTMI,"TTM Technologies, Inc.",Technology,Large-Cap,2611475,NMS
WIT,Wipro Limited,Technology,Large-Cap,12612193,NYQ
FLUT,Flutter Entertainment plc,Consumer Cyclical,Large-Cap,3024164,NYQ
APG,APi Group Corporation,Industrials,Large-Cap,2984290,NYQ
INVH,Invitation Homes Inc.,Real Estate,Large-Cap,5792114,NYQ
SMCI,"Super Micro Computer, Inc.",Technology,Large-Cap,50651474,NMS
WES,"Western Midstream Partners, LP",Energy,Large-Cap,1380856,NYQ
BEN,"Franklin Resources, Inc.",Financial Services,Large-Cap,4845725,NYQ
CDW,CDW Corporation,Technology,Large-Cap,2050179,NMS
PFGC,Performance Food Group Company,Consumer Defensive,Large-Cap,1739911,NYQ
NXT,Nextpower Inc.,Technology,Large-Cap,2728624,NMS
BWXT,"BWX Technologies, Inc.",Industrials,Large-Cap,1022172,NYQ
YPF,YPF Sociedad Anonima,Energy,Large-Cap,1979127,NYQ
CX,"Cemex, S.A.B. de C.V. Sponsored",Basic Materials,Large-Cap,5058470,NYQ
ONTO,Onto Innovation Inc.,Technology,Large-Cap,1221566,NYQ
RCI,"Rogers Communication, Inc.",Communication Services,Large-Cap,1268529,NYQ
ZTO,ZTO Express (Cayman) Inc.,Industrials,Large-Cap,1623393,NYQ
MGA,"Magna International, Inc.",Consumer Cyclical,Large-Cap,1420951,NYQ
CDE,"Coeur Mining, Inc.",Basic Materials,Large-Cap,28923885,NYQ
WY,Weyerhaeuser Company,Real Estate,Large-Cap,5333530,NYQ
LYB,LyondellBasell Industries NV,Basic Materials,Large-Cap,5854187,NYQ
GMAB,Genmab A/S,Healthcare,Large-Cap,1850796,NMS
KIM,Kimco Realty Corporation (HC),Real Estate,Large-Cap,4952362,NYQ
TSCO,Tractor Supply Company,Consumer Cyclical,Large-Cap,12626941,NMS
RBRK,"Rubrik, Inc.",Technology,Large-Cap,3858579,NYQ
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Large-Cap,1238372,NMS
STLA,Stellantis N.V.,Consumer Cyclical,Large-Cap,19005851,NYQ
TOST,"Toast, Inc.",Technology,Large-Cap,12403175,NYQ
CRCL,"Circle Internet Group, Inc.",Financial Services,Large-Cap,14642925,NYQ
CF,"CF Industries Holdings, Inc.",Basic Materials,Large-Cap,3164119,NYQ
AKAM,"Akamai Technologies, Inc.",Technology,Large-Cap,5433940,NMS
MAS,Masco Corporation,Industrials,Large-Cap,2844462,NYQ
THC,Tenet Healthcare Corporation,Healthcare,Large-Cap,1480682,NYQ
BALL,Ball Corporation,Consumer Cyclical,Large-Cap,2936887,NYQ
TU,Telus Corporation,Communication Services,Large-Cap,5863306,NYQ
BR,"Broadridge Financial Solutions,",Technology,Large-Cap,1529759,NYQ
GPC,Genuine Parts Company,Consumer Cyclical,Large-Cap,1762588,NYQ
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Large-Cap,2389995,NYQ
NLY,Annaly Capital Management Inc.,Real Estate,Large-Cap,6967975,NYQ
SGI,Somnigroup International Inc.,Consumer Cyclical,Large-Cap,3168796,NYQ
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Large-Cap,4073898,NYQ
HST,"Host Hotels & Resorts, Inc.",Real Estate,Large-Cap,8980064,NMS
ALB,Albemarle Corporation,Basic Materials,Large-Cap,2299866,NYQ
BEKE,KE Holdings Inc,Real Estate,Large-Cap,4634359,NYQ
TXT,Textron Inc.,Industrials,Large-Cap,1411077,NYQ
GRAB,Grab Holdings Limited,Technology,Large-Cap,53946951,NMS
WPC,W. P. Carey Inc. REIT,Real Estate,Large-Cap,1456804,NYQ
GEN,Gen Digital Inc.,Technology,Large-Cap,7618514,NMS
PAA,"Plains All American Pipeline, L",Energy,Large-Cap,2821779,NMS
TPG,TPG Inc.,Financial Services,Large-Cap,2647995,NMS
IREN,IREN LIMITED,Financial Services,Large-Cap,45586816,NMS
PR,Permian Resources Corporation,Energy,Large-Cap,11988888,NYQ
SSNC,"SS&C Technologies Holdings, Inc",Technology,Large-Cap,2477337,NMS
RRX,Regal Rexnord Corporation,Industrials,Large-Cap,1127967,NYQ
PNFP,"Pinnacle Financial Partners, In",Financial Services,Large-Cap,1341538,NYQ
CG,The Carlyle Group Inc.,Financial Services,Large-Cap,3542066,NMS
FPS,"Forgent Power Solutions, Inc.",Industrials,Large-Cap,6181575,NYQ
TIGO,Millicom International Cellular,Communication Services,Large-Cap,1757427,NMS
DOCN,"DigitalOcean Holdings, Inc.",Technology,Large-Cap,4157288,NYQ
UDR,"UDR, Inc.",Real Estate,Large-Cap,4408483,NYQ
OHI,"Omega Healthcare Investors, Inc",Real Estate,Large-Cap,2356488,NYQ
DOC,"Healthpeak Properties, Inc.",Real Estate,Large-Cap,8844014,NYQ
JHX,James Hardie Industries plc.,Basic Materials,Large-Cap,7536272,NYQ
REG,Regency Centers Corporation,Real Estate,Large-Cap,1522061,NMS
VNOM,"Viper Energy, Inc.",Energy,Large-Cap,1765837,NMS
ARMK,Aramark,Industrials,Large-Cap,2863987,NYQ
J,Jacobs Solutions Inc.,Industrials,Large-Cap,1261090,NYQ
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Large-Cap,1109261,NYQ
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Large-Cap,3160062,NMS
OVV,Ovintiv Inc. (DE),Energy,Large-Cap,3571090,NYQ
UNM,Unum Group,Financial Services,Large-Cap,1342596,NYQ
PHYS,"""Sprott Physical Gold Trust""",Financial Services,Large-Cap,3435161,ASE
WMG,Warner Music Group Corp.,Communication Services,Large-Cap,2372767,NMS
TRU,TransUnion,Financial Services,Large-Cap,2369329,NYQ
MKC,"McCormick & Company, Incorporat",Consumer Defensive,Large-Cap,4492680,NYQ
SWK,"Stanley Black & Decker, Inc.",Industrials,Large-Cap,1965096,NYQ
TME,Tencent Music Entertainment Gro,Communication Services,Large-Cap,10356693,NYQ
YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,Large-Cap,1560082,NYQ
ALLY,Ally Financial Inc.,Financial Services,Large-Cap,3355240,NYQ
COO,"The Cooper Companies, Inc.",Healthcare,Large-Cap,2878622,NMS
NWSA,News Corporation,Communication Services,Large-Cap,5051883,NMS
AUR,"Aurora Innovation, Inc.",Consumer Cyclical,Large-Cap,29016141,NMS
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Large-Cap,2052067,NYQ
CHKP,Check Point Software Technologi,Technology,Large-Cap,1581590,NMS
AMH,American Homes 4 Rent,Real Estate,Large-Cap,2977796,NYQ
NTNX,"Nutanix, Inc.",Technology,Large-Cap,3965498,NMS
PTC,PTC Inc.,Technology,Large-Cap,1718277,NMS
SMTC,Semtech Corporation,Technology,Large-Cap,3588874,NMS
BTSG,"BrightSpring Health Services, I",Healthcare,Large-Cap,3088435,NMS
HRL,Hormel Foods Corporation,Consumer Defensive,Large-Cap,5480866,NYQ
CNH,CNH Industrial N.V.,Industrials,Large-Cap,13513958,NYQ
LOGI,Logitech International S.A. - R,Technology,Large-Cap,1104135,NMS
SOLV,Solventum Corporation,Healthcare,Large-Cap,1717227,NYQ
EXEL,"Exelixis, Inc.",Healthcare,Large-Cap,2693879,NMS
TLK,"PT Telekomunikasi Indonesia, Tb",Communication Services,Large-Cap,1031543,NYQ
GFL,GFL Environmental Inc. Subordin,Industrials,Large-Cap,2881382,NYQ
OWL,Blue Owl Capital Inc.,Financial Services,Large-Cap,27368090,NYQ
ICLR,ICON plc,Healthcare,Large-Cap,1207950,NMS
ARCC,Ares Capital Corporation,Financial Services,Large-Cap,5649316,NMS
RMBS,"Rambus, Inc.",Technology,Large-Cap,2931854,NMS
VIRT,"Virtu Financial, Inc.",Financial Services,Large-Cap,1388424,NYQ
BWA,BorgWarner Inc.,Consumer Cyclical,Large-Cap,2990811,NYQ
DT,"Dynatrace, Inc.",Technology,Large-Cap,6342912,NYQ
LULU,lululemon athletica inc.,Consumer Cyclical,Large-Cap,3624574,NMS
SANM,Sanmina Corporation,Technology,Large-Cap,1134879,NMS
U,Unity Software Inc.,Technology,Large-Cap,9971246,NYQ
SOLS,Solstice Advanced Materials Inc,Basic Materials,Large-Cap,1971570,NMS
LGN,Legence Corp.,Industrials,Large-Cap,1867583,NMS
IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,Large-Cap,1830035,NMS
DINO,HF Sinclair Corporation,Energy,Large-Cap,2321124,NYQ
ALGN,"Align Technology, Inc.",Healthcare,Large-Cap,1055627,NMS
HTHT,H World Group Limited,Consumer Cyclical,Large-Cap,2198038,NMS
ELS,"Equity Lifestyle Properties, In",Real Estate,Large-Cap,1479785,NYQ
XPEV,XPeng Inc.,Consumer Cyclical,Large-Cap,7034487,NYQ
AEG,Aegon Ltd. New York Registry Sh,Financial Services,Large-Cap,4942803,NYQ
LDOS,"Leidos Holdings, Inc.",Technology,Large-Cap,1452019,NYQ
CRBG,Corebridge Financial Inc.,Financial Services,Large-Cap,6187191,NYQ
MOD,Modine Manufacturing Company,Consumer Cyclical,Large-Cap,1341762,NYQ
FNF,"Fidelity National Financial, In",Financial Services,Large-Cap,1694098,NYQ
PNW,Pinnacle West Capital Corporati,Utilities,Large-Cap,1204109,NYQ
APTV,Aptiv PLC,Consumer Cyclical,Large-Cap,3493829,NYQ
DKNG,DraftKings Inc.,Consumer Cyclical,Large-Cap,12436487,NMS
AGI,Alamos Gold Inc.,Basic Materials,Large-Cap,3877314,NYQ
BROS,Dutch Bros Inc.,Consumer Cyclical,Large-Cap,4102672,NYQ
ZBRA,Zebra Technologies Corporation,Technology,Large-Cap,1000554,NMS
MLI,"Mueller Industries, Inc.",Industrials,Large-Cap,1433175,NYQ
RVTY,"Revvity, Inc.",Healthcare,Large-Cap,1431688,NYQ
TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,Large-Cap,1210341,NMS
KNX,Knight-Swift Transportation Hol,Industrials,Large-Cap,4176917,NYQ
W,Wayfair Inc.,Consumer Cyclical,Large-Cap,4019861,NYQ
AA,Alcoa Corporation,Basic Materials,Large-Cap,5182882,NYQ
NIO,NIO Inc.,Consumer Cyclical,Large-Cap,35776043,NYQ
CCK,"Crown Holdings, Inc.",Consumer Cyclical,Large-Cap,1179854,NYQ
AGNC,AGNC Investment Corp.,Real Estate,Large-Cap,15019233,NMS
GGG,Graco Inc.,Industrials,Large-Cap,1393788,NYQ
WBS,Webster Financial Corporation,Financial Services,Large-Cap,3182019,NYQ
GLPI,"Gaming and Leisure Properties, ",Real Estate,Large-Cap,2139091,NMS
FHN,First Horizon Corporation,Financial Services,Large-Cap,4456291,NYQ
PNR,Pentair plc.,Industrials,Large-Cap,2119883,NYQ
SJM,The J.M. Smucker Company,Consumer Defensive,Large-Cap,1835375,NYQ
PINS,"Pinterest, Inc.",Communication Services,Large-Cap,18636158,NYQ
TRMB,Trimble Inc.,Technology,Large-Cap,2651372,NMS
SKM,"SK Telecom Co., Ltd.",Communication Services,Large-Cap,2586954,NYQ
LI,Li Auto Inc.,Consumer Cyclical,Large-Cap,4086979,NMS
WSE,Wise Group plc,Technology,Large-Cap,1593305,NMS
MGM,MGM Resorts International,Consumer Cyclical,Large-Cap,4858062,NYQ
SNN,"Smith & Nephew SNATS, Inc.",Healthcare,Large-Cap,1278608,NYQ
OC,Owens Corning Inc,Industrials,Large-Cap,1257161,NYQ
MOH,Molina Healthcare Inc,Healthcare,Large-Cap,1142048,NYQ
BXP,"BXP, Inc.",Real Estate,Large-Cap,1641133,NYQ
ALLE,Allegion plc,Industrials,Large-Cap,1091711,NYQ
AAL,"American Airlines Group, Inc.",Industrials,Large-Cap,89071882,NMS
ELAN,Elanco Animal Health Incorporat,Healthcare,Large-Cap,5801498,NYQ
EQH,"Equitable Holdings, Inc.",Financial Services,Large-Cap,4333622,NYQ
PSLV,"""Sprott Physical Silver Trust""",Financial Services,Large-Cap,8993904,ASE
QXO,"QXO, Inc.",Industrials,Large-Cap,18734091,NYQ
CSGP,"CoStar Group, Inc.",Real Estate,Large-Cap,7453562,NMS
HUT,Hut 8 Corp.,Financial Services,Large-Cap,4882346,NMS
ALGM,"Allegro MicroSystems, Inc.",Technology,Large-Cap,2773058,NMS
IVZ,Invesco Ltd,Financial Services,Large-Cap,5699241,NYQ
CGNX,Cognex Corporation,Technology,Large-Cap,2346720,NMS
ONON,On Holding AG,Consumer Cyclical,Large-Cap,5994190,NYQ
RDY,Dr. Reddy's Laboratories Ltd,Healthcare,Large-Cap,2557077,NYQ
CLX,Clorox Company (The),Consumer Defensive,Large-Cap,2855396,NYQ
NYT,New York Times Company (The),Communication Services,Large-Cap,1985456,NYQ
VIAV,Viavi Solutions Inc.,Technology,Large-Cap,7618245,NMS
CYTK,"Cytokinetics, Incorporated",Healthcare,Large-Cap,2551559,NMS
HAS,"Hasbro, Inc.",Consumer Cyclical,Large-Cap,1976490,NMS
GDDY,GoDaddy Inc.,Technology,Large-Cap,2589300,NYQ
CPT,Camden Property Trust,Real Estate,Large-Cap,1196256,NYQ
DRS,"Leonardo DRS, Inc.",Industrials,Large-Cap,1056088,NMS
PSKY,Paramount Skydance Corporation,Communication Services,Large-Cap,9803964,NMS
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Large-Cap,2038043,NMS
VSAT,"ViaSat, Inc.",Technology,Large-Cap,2443361,NMS
APA,APA Corporation,Energy,Large-Cap,6443985,NMS
PL,Planet Labs PBC,Industrials,Large-Cap,13440558,NYQ
EMBJ,Embraer S.A.,Industrials,Large-Cap,1527170,NYQ
BAX,Baxter International Inc.,Healthcare,Large-Cap,7201858,NYQ
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Large-Cap,2054327,NMS
ESI,Element Solutions Inc.,Basic Materials,Large-Cap,3255862,NYQ
AHR,"American Healthcare REIT, Inc.",Real Estate,Large-Cap,3153901,NYQ
MICC,The Magnum Ice Cream Company N.,Consumer Defensive,Large-Cap,1517296,NYQ
PODD,Insulet Corporation,Healthcare,Large-Cap,1495804,NMS
TECH,Bio-Techne Corp,Healthcare,Large-Cap,4395343,NMS
BJ,"BJ's Wholesale Club Holdings, I",Consumer Defensive,Large-Cap,2198725,NYQ
TEM,"Tempus AI, Inc.",Healthcare,Large-Cap,6609888,NMS
SF,Stifel Financial Corporation,Financial Services,Large-Cap,1414911,NYQ
FROG,JFrog Ltd.,Technology,Large-Cap,3013298,NMS
LINE,"Lineage, Inc.",Real Estate,Large-Cap,1002098,NMS
AR,Antero Resources Corporation,Energy,Large-Cap,4878058,NYQ
WTRG,"Essential Utilities, Inc.",Utilities,Large-Cap,2137545,NYQ
SIMO,Silicon Motion Technology Corpo,Technology,Large-Cap,1034864,NMS
AM,Antero Midstream Corporation,Energy,Large-Cap,2532432,NYQ
GWRE,"Guidewire Software, Inc.",Technology,Large-Cap,1718562,NYQ
SCI,Service Corporation Internation,Consumer Cyclical,Large-Cap,1493950,NYQ
RYAN,"Ryan Specialty Holdings, Inc.",Financial Services,Large-Cap,2626861,NYQ
CART,Maplebear Inc.,Consumer Cyclical,Large-Cap,4203288,NMS
HL,Hecla Mining Company,Basic Materials,Large-Cap,19425003,NYQ
AES,The AES Corporation,Utilities,Large-Cap,9689466,NYQ
JEF,Jefferies Financial Group Inc.,Financial Services,Large-Cap,2275106,NYQ
GSAT,"Globalstar, Inc.",Communication Services,Large-Cap,1671616,NMS
ZION,Zions Bancorporation N.A.,Financial Services,Large-Cap,1575646,NMS
GMED,"Globus Medical, Inc.",Healthcare,Large-Cap,1665679,NYQ
FIG,"Figma, Inc.",Technology,Large-Cap,19739693,NYQ
GME,GameStop Corporation,Consumer Cyclical,Large-Cap,7554580,NYQ
ONB,Old National Bancorp,Financial Services,Large-Cap,3440577,NMS
JKHY,"Jack Henry & Associates, Inc.",Technology,Large-Cap,1457687,NMS
HBM,Hudbay Minerals Inc.,Basic Materials,Large-Cap,5579454,NYQ
FIVE,"Five Below, Inc.",Consumer Cyclical,Large-Cap,1278666,NMS
SIRI,SiriusXM Holdings Inc.,Communication Services,Large-Cap,5699445,NMS
EHC,Encompass Health Corporation,Healthcare,Large-Cap,1022087,NYQ
ORI,Old Republic International Corp,Financial Services,Large-Cap,1541566,NYQ
SARO,"StandardAero, Inc.",Industrials,Large-Cap,4069306,NYQ
OGE,OGE Energy Corp,Utilities,Large-Cap,1461559,NYQ
KTOS,Kratos Defense & Security Solut,Industrials,Large-Cap,4836833,NMS
HMY,Harmony Gold Mining Company Lim,Basic Materials,Large-Cap,4744182,NYQ
TSM,Taiwan Semiconductor Manufactur,Technology,Mega-Cap,13855519,NYQ
SPCX,Space Exploration Technologies ,Industrials,Mega-Cap,169195300,NMS
GOOG,Alphabet Inc.,Communication Services,Mega-Cap,21435466,NMS
PBR-A,Petroleo Brasileiro S.A. Petrob,Energy,Large-Cap,9359853,NYQ
FWONK,Liberty Media Corporation - Ser,Communication Services,Large-Cap,2040125,NMS
FOX,Fox Corporation,Communication Services,Large-Cap,1653414,NMS
NWS,News Corporation,Communication Services,Large-Cap,1525222,NMS
BF-B,Brown Forman Inc,Consumer Defensive,Large-Cap,3914340,NYQ
HONAV,Honeywell Aerospace Inc.,Industrials,Large-Cap,2286564,NMS
